"su_su_no","plot_no","plot_access_plot_location_given_srs","plot_access_plot_location_given_x","plot_access_plot_location_given_y","plot_access_plot_starting_position_srs","plot_access_plot_starting_position_x","plot_access_plot_starting_position_y","plot_access_plot_start_time_hour","plot_access_plot_start_time_minute","plot_access_plot_end_time_hour","plot_access_plot_end_time_minute","time_work_within_plot_day_1_date_day_1_year","time_work_within_plot_day_1_date_day_1_month","time_work_within_plot_day_1_date_day_1_day","time_work_within_plot_day_1_plot_start_time_d1_hour","time_work_within_plot_day_1_plot_start_time_d1_minute","time_work_within_plot_day_1_plot_end_time_d1_hour","time_work_within_plot_day_1_plot_end_time_d1_minute","time_work_within_plot_day_2_date_day_2_year","time_work_within_plot_day_2_date_day_2_month","time_work_within_plot_day_2_date_day_2_day","time_work_within_plot_day_2_plot_start_time_d2_hour","time_work_within_plot_day_2_plot_start_time_d2_minute","time_work_within_plot_day_2_plot_end_time_d2_hour","time_work_within_plot_day_2_plot_end_time_d2_minute","middle_point_plot_middle_point_srs","middle_point_plot_middle_point_x","middle_point_plot_middle_point_y","plot_notes","plot_plan_plot_end_point_srs","plot_plan_plot_end_point_x","plot_plan_plot_end_point_y","plot_plan_plot_plan_scan","plot_plan_total_lucs_found","tree_notes","csp_tree_notes","rsp_shrub_notes","fallen_deadwood_notes","subplots_notes"
"0825","4","EPSG:32636","371709.0","1335216.0","EPSG:32636","371709.349890824","1335215.00880887","12","2","12","5","2018","4","24","12","6","12","23","","","","","","","","EPSG:32636","371585.729377301","1335214.85408441","","EPSG:32636","371455.346862273","1335212.89102196","121962_641.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0594","1","EPSG:32636","392071.0","1277804.0","EPSG:32636","392071.000259443","1277803.64559242","8","45","8","48","2018","4","21","8","49","9","7","","","","","","","","EPSG:32636","392071.814564817","1277926.82682699","","EPSG:32636","392072.618652436","1278050.94798905","119084_114.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub andbushes in Rsp1, Fdt2 andFdt3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0594","2","EPSG:32636","392071.0","1278304.0","EPSG:32636","392071.126617569","1278304.75077455","9","10","9","13","2018","4","21","9","14","9","32","","","","","","","","EPSG:32636","392194.432266434","1278301.76091952","","EPSG:32636","392326.062695459","1278310.2265057","119084_297.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0594","3","EPSG:32636","392571.0","1278304.0","EPSG:32636","392573.603571079","1278303.97260725","9","32","9","38","2018","4","21","9","39","10","7","","","","","","","","EPSG:32636","392571.509533859","1278182.60895882","","EPSG:32636","392575.19054391","1278057.73114913","119084_478.jpg","1","","No small trees to measure in Csp1, Csp2 and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0594","4","EPSG:32636","392571.0","1277804.0","EPSG:32636","392572.568589136","1277804.23834787","10","8","10","12","2018","4","21","10","12","10","35","","","","","","","","EPSG:32636","392449.784661353","1277807.75036983","","EPSG:32636","392329.054397729","1277800.99128737","119084_650.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0445","4","EPSG:32635","565434.0","1334163.0","EPSG:32635","565402.245595083","1334171.85255255","7","25","7","27","2017","12","12","7","27","8","22","","","","","","","","EPSG:32635","565316.102852965","1334161.46638205","","EPSG:32635","565192.432781539","1334158.66765335","24558_121.jpg","1","","No small trees to measure in Csp1  .Csp2  and Csp3","No shrubs and bushes inRsp3","No fallen dead wood  in Fdt1 .Fdt2 and Fdt3",""
"0445","1","EPSG:32635","564934.0","1334163.0","EPSG:32635","564951.670672663","1334157.21483291","8","22","8","26","2017","12","12","8","26","9","30","","","","","","","","EPSG:32635","564929.938145807","1334286.34906723","","EPSG:32635","564930.579247791","1334408.93861","24558_395.jpg","1","","No small trees inCsp1. CSP2 Csp3","No shrub and b ushes to measure in Rsp1 .Rsp 2 and Rsp3 2","",""
"0445","2","EPSG:32635","564934.0","1334663.0","EPSG:32635","564928.585877872","1334643.44342243","9","30","9","38","2017","12","12","9","38","10","18","","","","","","","","EPSG:32635","565051.944181743","1334653.38971278","","EPSG:32635","565192.308778655","1334645.73312467","24558_1014.jpg","1","","No small trees in Csp1, Csp2and Csp3","No shrub and bushes  in Rsp1and Rsp2 and Rsp3","No fallen dead wood  in  Fdt1.Fdt2 and FDT3",""
"0445","3","EPSG:32635","565434.0","1334663.0","EPSG:32635","565430.993728484","1334665.58989219","10","18","10","27","2017","12","12","10","27","12","30","","","","","","","","EPSG:32635","565436.425203005","1334533.52598485","","EPSG:32635","565430.88603897","1334412.22607995","24558_1319.jpg","2","","No small trees  in Rsp1 .Rsp2","","No fallen dead wood in FDT1  .FDT2 andFdt3",""
"0432","1","EPSG:32635","523112.0","1372381.0","EPSG:32635","523111.462759063","1372379.30467836","10","5","10","7","2017","12","13","10","7","10","55","","","","","","","","EPSG:32635","523106.813352771","1372502.09938479","","EPSG:32635","523107.956970025","1372627.90418108","26351_114.jpg","2","","No small trees to measure in Csp1, Csp2and Csp3","","","There litter depth in lsp1"
"0432","2","EPSG:32635","523112.0","1372881.0","EPSG:32635","523107.748095048","1372885.14814081","10","55","11","0","2017","12","13","11","0","11","31","","","","","","","","EPSG:32635","523234.524694453","1372882.67270799","","EPSG:32635","523360.979696","1372885.35500145","26351_359.jpg","1","","No small trees to measure in Csp1, Csp2and  Csp3","","No fallen dead wood in FDT1 , FDT2 andFdt3",""
"0432","3","EPSG:32635","523612.0","1372881.0","EPSG:32635","523611.55233563","1372880.35325663","11","31","11","38","2017","12","13","11","38","12","30","","","","","","","","EPSG:32635","523609.734184238","1372754.48757489","Easy to access plot3","EPSG:32635","523613.047161323","1372633.77928131","26351_570.jpg","2","","No small trees to measure in Csp1, CSP2AND Csp3","No shurb and bushes in Rsp1, Rsp2 and  RSP3","No fallen dead wood in FDT1 , Fdt2 andFdt3",""
"0432","4","EPSG:32635","523612.0","1372381.0","EPSG:32635","523614.884208392","1372382.52447239","12","30","12","36","2017","12","13","12","36","","","","","","","","","","EPSG:32635","523480.948024796","1372377.45672415","","EPSG:32635","523361.18182757","1372365.88772136","26351_920.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shurb and bushes to measure in Rsp1,  Rsp2  and Rsp3","No fallen dead wood in FDT1, Fdt2 and FDT3",""
"0901","3","EPSG:32635","649676.0","1220400.0","EPSG:32635","649680.059652078","1220397.20610011","8","45","8","49","2018","3","9","8","50","9","47","","","","","","","","EPSG:32635","649677.337080432","1220272.17473664","","EPSG:32634","1307125.28292323","1229787.18178783","80494_104.jpg","1","","No Small tree to measure in Csp2 and Csp3","No shrub and bushes in Rsp1 and Rsp3","No fallen dead wood in FDT1",""
"0901","4","EPSG:32635","649676.0","1219900.0","EPSG:32635","649673.59548144","1219890.42689033","9","47","9","51","2018","3","9","9","48","10","37","","","","","","","","EPSG:32635","649547.541287846","1219901.28069487","","EPSG:32635","649427.098184144","1219904.09857214","80494_314.jpg","2","","No small trees to measure in Csp1  and Csp2 and Csp3","No shrub and bushes in Rsp3","No fallen dead wood in FDT1 and FDT3",""
"0901","1","EPSG:32635","649176.0","1219900.0","EPSG:32635","649168.106359042","1219908.58899805","10","38","10","46","2018","3","9","10","46","11","19","","","","","","","","EPSG:32635","649177.192337626","1220023.54295613","","EPSG:32635","649175.0","1220148.0","","2","","","No shrub and bushes in Rsp1and rsp2","No fallen dead wood in FDT3",""
"0901","2","EPSG:32635","649176.0","1220400.0","EPSG:32635","649175.0","1220148.0","11","19","12","30","2018","3","9","12","30","13","15","","","","","","","","EPSG:32635","649288.31089095","1220412.98706924","","EPSG:32635","649425.511435175","1220398.52219009","80494_689.jpg","1","","No small trees to measure in Csp3","No shrub and bushes in Rsp1 - Rsp2 and Rsp3","No fallen dead wood in FDT1 and 2",""
"0899","1","EPSG:32635","565311.0","1219529.0","EPSG:32635","565305.204442609","1219529.72557958","11","52","11","53","2018","2","13","11","53","12","45","","","","","","","","EPSG:32635","565373.0","1219653.0","","EPSG:32635","565373.0","1219653.0","","1","","No small trees to measure in Csp2 and Csp3","No shrubs and bushes to measure in Csp1 and csp2 andcsp3","No fallen dead wood in FDT1 and FDT2 and FDT3",""
"0899","2","EPSG:32635","565311.0","1220029.0","EPSG:32635","565303.744037796","1220037.69757829","12","56","13","0","2018","2","13","12","56","14","25","","","","","","","","EPSG:32635","565440.261049924","1220032.45706938","","EPSG:32635","565556.37875162","1220027.25380829","33136_222.jpg","1","","","No shrub and bushes  in Rsp1  and Rsp3","No fallen dead wood  in FDt 1. FDT2 and FDT3",""
"0899","3","EPSG:32635","565811.0","1220029.0","EPSG:32635","565809.007976789","1220031.86774754","15","40","15","41","2018","2","13","16","32","17","30","","","","","","","","EPSG:32635","565806.392495282","1219902.8532309","","EPSG:32635","565810.163118547","1219784.26151588","","3","","","","",""
"0899","4","EPSG:32635","565811.0","1219529.0","EPSG:32635","565810.39272004","1219532.44952082","16","20","16","22","2018","2","13","16","23","17","18","","","","","","","","EPSG:32635","565662.835668572","1219541.65608627","","EPSG:32635","565550.838161822","1219527.3402694","33136_774.jpg","1","","No small trees in Csp1 and Csp2","No shrubs and bushes  in Rsp1 and  Rsp2  and Rsp3","No fallen dead wood in FDT1",""
"0644","4","EPSG:32635","712748.0","1201266.0","EPSG:32635","712748.473170143","1201265.33815239","9","23","9","35","2018","3","1","9","37","10","22","","","","","","","","EPSG:32635","712618.012816272","1201265.15545405","","","","","","3","","No small trees to measure in Csp2","No shrub and bushes in Rsp1 and Rsp2","No fallen dead wood in FDT1",""
"0644","1","EPSG:32635","712248.0","1201266.0","EPSG:32635","712250.490385119","1201259.89573078","10","20","10","32","2018","3","1","10","32","11","17","","","","","","","","EPSG:32635","712249.477990148","1201383.81149058","","EPSG:32635","712253.476105412","1201514.25921493","65649_347.jpg","2","","No small trees to measure in Csp1 and csp2  and Csp3","NO  shrub and bushes in Rsp1 and Rsp2 and Rsp3","No fallen dead wood in FDT2",""
"0644","2","EPSG:32635","712248.0","1201766.0","EPSG:32635","712252.279391757","1201770.45198179","11","16","11","20","2018","3","1","11","20","12","20","","","","","","","","EPSG:32635","712376.407202626","1201770.97078726","","EPSG:32635","712496.732415344","1201764.66736584","","3","","No small trees to measure in Csp1","No shrub and bushes in Rsp1","No fallen dead wood in FDT1",""
"0644","3","EPSG:32635","712748.0","1201766.0","EPSG:32635","712748.274672503","1201765.10093312","12","20","14","8","2018","3","1","14","7","15","30","","","","","","","","EPSG:32635","712757.988169675","1201639.46499148","","EPSG:32635","712753.392394288","1201521.90122044","65649_793.jpg","2","","No small trees to measure in Csp1 and csp2","No shrub and bushes in Rsp1 and Rsp2","No fallen dead wood in FDT1 and FDT2",""
"0559","1","EPSG:32635","711272.0","1315876.0","EPSG:32634","711270.0","1315883.0","9","40","9","48","2017","12","8","9","49","11","8","","","","","","","","EPSG:32635","711265.87844667","1315998.94127058","","EPSG:32635","711271.545664103","1316119.16668315","18674_114.jpg","1","","No small tree to measure in csp 1, Csp2and Csp3","No shrub and bushes in Rsp1 ,Rsp2","",""
"0559","2","EPSG:32635","711272.0","1316376.0","EPSG:32635","711267.689146866","1316370.42179514","11","9","11","15","2017","12","8","11","16","12","15","","","","","","","","EPSG:32635","711395.516792115","1316360.43585518","","EPSG:32635","711523.185357441","1316368.76336627","18674_788.jpg","2","","No small trees to measure in csp 1 and Csp2","No shrubs and bushes to measure in Rsp1and","No fallen dead wood in FDT1",""
"0559","3","EPSG:32635","711772.0","1316376.0","EPSG:32635","711767.438686395","1316373.54709752","13","20","13","21","2017","12","8","13","21","14","26","","","","","","","","","","","","EPSG:32635","711774.197030061","1316126.09140599","18674_1334.jpg","1","","","No shrubs and bushes to measure in RSP2","No fallen dead wood in FDT1, FDT2","Difficulty to access plot3 it's have a more of tree of acacia mellefera"
"0559","4","EPSG:32635","711772.0","1315876.0","EPSG:32635","711777.306926522","1315877.92561621","14","30","14","34","2017","12","8","14","34","17","10","","","","","","","","EPSG:32635","711646.070245843","1315876.26923275","","EPSG:32635","711517.686373526","1315873.12268426","18674_2055.jpg","1","","No small trees to measure in Csp1andcsp3","No shrubs and bushes to measure in Rsp1, Rsp2","No fallen dead wood in FDT1 , FDT2 and FDT3",""
"0879","2","EPSG:32636","329249.0","1259316.0","EPSG:32636","329236.864115816","1259293.27586533","12","0","12","5","2018","4","17","12","5","12","56","","","","","","","","EPSG:32636","329372.366244383","1259315.43547739","","EPSG:32636","329503.348506137","1259316.85238706","114931_100.jpg","1","","No small trees to measure in Csp1,","No shrubs and bushes to measure in Rsp1 ,  Rsp2 andRsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0879","3","EPSG:32636","329749.0","1259316.0","EPSG:32636","329749.64060965","1259314.34986478","13","1","13","7","2018","4","17","13","7","13","37","","","","","","","","EPSG:32636","329750.247215078","1259194.18858","","EPSG:32636","329746.636229465","1259074.03771161","114931_736.jpg","2","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, RSP2 and Rsp3","No fallen dead wood in FDT1,",""
"0879","4","EPSG:32636","329749.0","1258816.0","EPSG:32636","329747.377392073","1258816.73301329","13","40","13","49","2018","4","17","13","49","14","20","","","","","","","","EPSG:32636","329628.342731101","1258813.41244399","","EPSG:32636","329502.08884111","1258817.74949886","114931_1007.jpg","1","","No small trees to measure in Csp1, CSP2","No shrub and bushes in Rsp1, RSP2 and  RSP3","No fallen dead wood in FDT2AND FDT3",""
"0879","1","EPSG:32636","329249.0","1258816.0","EPSG:32636","329245.348514432","1258817.40944279","14","20","14","32","2018","4","17","14","32","15","9","","","","","","","","EPSG:32636","329247.662844137","1258944.69401773","","EPSG:32636","329247.968583878","1259068.84332023","114931_1353.jpg","2","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, FDT2 and FDT3",""
"0676","1","EPSG:32636","265998.0","1163704.0","EPSG:32636","266001.492804246","1163703.40787212","9","44","9","49","2018","4","15","9","49","11","23","","","","","","","","EPSG:32636","265996.699949451","1163826.02937694","","EPSG:32636","266002.363008026","1163949.8237034","110262_114.jpg","2","","No small trees to measure in Csp1 and Csp3","No shrub and bushes in Rsp1, RSP2 and Rsp3","No fallen dead wood in FDT2AND Fdt3",""
"0676","2","EPSG:32636","265998.0","1164204.0","EPSG:32636","265996.89054088","1164201.88231079","11","23","12","21","2018","4","15","12","23","13","31","","","","","","","","EPSG:32636","266120.787760469","1164206.86164783","","EPSG:32636","266247.448407063","1164217.28611295","110262_2042.jpg","2","","No small trees to measure in Csp1, Csp2and","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT2AND",""
"0676","3","EPSG:32636","266498.0","1164204.0","EPSG:32636","266498.812084017","1164205.73355489","13","32","13","37","2018","4","15","13","37","14","35","","","","","","","","EPSG:32636","266497.654303505","1164079.47197616","","EPSG:32636","266494.657332615","1163963.05646867","110262_3387.jpg","2","","No small trees to measure in Csp1, CSP2 and CSP3","No shrub and bushes in Rsp1, RSP2 andRsp3","No fallen dead wood in FDT2 and FDT3",""
"0676","4","EPSG:32636","266498.0","1163704.0","EPSG:32636","266494.616461059","1163704.23415256","14","35","15","0","2018","4","15","15","0","15","50","","","","","","","","EPSG:32636","266369.301384619","1163710.68443677","","EPSG:32636","266249.604232434","1163704.42469312","110262_4217.jpg","2","","No small trees to measure in Csp3","No small trees to measure in Rsp1 , RSP2 and Rsp3","No fallen dead wood in FDT1 and FDT3",""
"0783","1","EPSG:32635","772889.0","1412397.0","EPSG:32635","772889.0","1412397.0","14","42","14","52","2017","11","24","14","52","16","20","","","","","","","","EPSG:32635","772889.0","141522.0","Easy to access plot and more of tree .","EPSG:32635","772889.0","1412646.0","4538_40.jpg","1","Those tree are not has branches","No small tree to measure in csp1,2,3","No shurb and bushes in rsp1,2,3","No fallen dead wood found in fdt 1,2,3","No LSP found"
"0783","2","EPSG:32635","772889.0","1412897.0","EPSG:32635","772889.0","1412897.0","16","50","16","52","2017","11","24","16","54","17","30","","","","","","","","EPSG:32635","773014.0","1412897.0","","EPSG:32635","773139.0","1412889.0","","1","","","","",""
"0783","3","EPSG:32635","773389.0","1412897.0","EPSG:32635","773139.0","1412897.0","9","23","9","26","2017","11","25","9","27","10","55","","","","","","","","EPSG:32635","773389.0","1412772.0","","EPSG:32635","7723390.0","1412647.0","4538_583.jpg","1","","No small trees to measure","No shrub and bushes in in rectangular","No fallen dead wood only infdtno3",""
"0783","4","EPSG:32635","773389.0","1412397.0","EPSG:32635","773390.0","1412647.0","12","4","12","6","2017","11","25","12","7","14","20","2017","11","24","8","8","9","4","EPSG:32634","773264.0","1412397.0","","EPSG:32635","773139.0","1412397.0","4538_981.jpg","1","Only few trees to measure the major th is less than10cm in diameter","No small trees to measure","","",""
"0803","1","EPSG:32636","329554.0","1373651.0","EPSG:32636","329557.733829531","1373645.30577095","10","45","10","48","2018","4","27","10","48","11","15","","","","","","","","EPSG:32636","329553.880701223","1373777.68698276","","EPSG:32636","329552.729281737","1373898.82691584","125051_125.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0803","2","EPSG:32636","329554.0","1374151.0","EPSG:32636","329551.226091986","1374153.0221318","11","15","11","18","2018","4","27","11","18","11","40","","","","","","","","EPSG:32636","329676.934854067","1374155.52994149","","EPSG:32636","329807.792869722","1374147.07991861","125051_297.jpg","1","","No small trees to measure in Csp1, Csp2 and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0803","3","EPSG:32636","330054.0","1374151.0","EPSG:32636","330055.11583969","1374149.0513892","11","40","11","42","2018","4","27","11","42","11","59","","","","","","","","EPSG:32636","330055.328767807","1374028.0660645","","EPSG:32636","330054.713341713","1373903.15001316","125051_500.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0803","4","EPSG:32636","330054.0","1373651.0","EPSG:32636","330056.736023837","1373655.0626005","12","0","12","3","2018","4","27","12","3","12","20","","","","","","","","EPSG:32636","329931.478812394","1373649.3183163","","EPSG:32636","329806.636597265","1373656.36636157","125051_672.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0872","1","EPSG:32635","690824.0","1258348.0","EPSG:32635","690832.509272557","1258353.49677448","10","40","10","45","2018","3","4","10","45","11","26","","","","","","","","EPSG:32635","690818.692169068","1258464.75767259","","EPSG:32635","690823.807614762","1258580.61238929","69178_114.jpg","1","","No small trees to measure in Csp1and csp2","No shrub and bushes in Rsp1 and Rsp2 andRsp3","No fallen dead wood in FDT1",""
"0872","2","EPSG:32635","690824.0","1258848.0","EPSG:32635","690817.818833769","1258849.64929657","11","26","11","35","2018","3","4","11","35","12","17","","","","","","","","EPSG:32635","690946.513934469","1258852.33130847","","EPSG:32635","691070.193802245","1258845.41564969","69178_284.jpg","1","","No small trees to measure in Csp2andCsp3","No shrub and bushes in Rsp1 and Rsp2 andRsp3","No fallen dead wood in FDT1 and FDT2",""
"0872","3","EPSG:32635","691324.0","1258848.0","EPSG:32635","691321.278447495","1258853.01084406","12","17","13","20","2018","3","4","13","18","13","58","","","","","","","","EPSG:32635","691326.59294778","1258715.0521045","","EPSG:32635","691324.158125124","1258602.16624273","69178_437.jpg","1","","No small trees to measure in Csp2and Csp3","No shrub and bushes in Rsp1","No fallen dead wood in FDT1 and FDT2and FDT3",""
"0872","4","EPSG:32635","691324.0","1258348.0","EPSG:32635","691327.919500919","1258340.65430923","13","58","14","4","2018","3","4","14","2","14","47","","","","","","","","EPSG:32635","691212.942336158","1258337.70988413","","EPSG:32635","691074.646169568","1258347.2200757","69178_631.jpg","1","","No small trees to measure in Csp1 and csp2 and Csp3","No shrub and bushes in Rsp1 and Rsp2 and Rsp3","No fallen dead wood in FDT1",""
"0641","2","EPSG:32635","586351.0","1201038.0","EPSG:32635","586349.942147605","1201027.75553399","10","20","10","22","2018","2","18","10","27","11","52","","","","","","","","EPSG:32635","586473.75907069","1201029.84393842","","EPSG:32635","586602.739331106","1201039.03201814","","1","","No small trees  inCsp1and Csp2 and Csp3","No  shrub and bushes in Rsp1andrs2 andCsp3","No fallen dead wood in FDT2 and FDT3",""
"0641","1","EPSG:32635","586351.0","1200538.0","EPSG:32635","586358.564203236","1200568.44351532","14","16","14","30","2018","2","18","14","34","16","23","","","","","","","","EPSG:32635","586346.693640901","1200664.00296378","","EPSG:32635","586356.921005632","1200777.11953952","42109_1136.jpg","2","","No small trees in Csp1 and csp2  and Csp3","No shrubs and bushes in Rsp1 and Rsp2andRsp3","No fallen dead wood in FDT1 and FDT2 and FDT3",""
"0641","3","EPSG:32635","586851.0","1201038.0","EPSG:32635","586601.0","1201039.0","12","52","12","56","2018","2","18","12","58","13","25","","","","","","","","EPSG:32635","586951.0","1200914.0","","EPSG:32635","586851.0","1200790.0","","1","","No small trees to measure in Csp1 and csp2","No shrubs and bushes to measure in Rsp1and RSP3","No fallen dead wood in FDT1, FDT2 and FDT3",""
"0641","4","EPSG:32635","586851.0","1200538.0","EPSG:32635","586851.0","1200790.0","13","25","13","40","2018","2","18","13","43","14","16","","","","","","","","EPSG:32635","586726.0","1200538.0","No reference in plot4","EPSG:32635","586601.0","1200537.0","","2","","","","",""
"0519","2","EPSG:32635","793963.0","1393931.0","EPSG:32635","793965.068439429","1393927.73182248","12","7","12","12","2018","4","8","12","13","12","44","","","","","","","","EPSG:32635","794093.440822737","1393931.38858622","","EPSG:32635","794213.055033568","1393930.30234231","98623_114.jpg","2","","No small trees to measure in Csp2 and Csp3","No shrub and bushes in Rsp2 and Rsp3","No fallen dead wood in FDT1 , FDT2 and FDT3",""
"0519","3","EPSG:32635","794463.0","1393931.0","EPSG:32635","794460.530967726","1393932.62450924","12","44","13","27","2018","4","8","13","28","14","31","","","","","","","","EPSG:32635","794464.322131954","1393810.91148847","Easy to access plot3 it's had charcoal making","EPSG:32635","794471.043279088","1393683.25504199","98623_333.jpg","2","","No small trees to measure in Csp3","No shrub and bushes in Rsp1, RSP2 andRsp3","No fallen dead wood in FDT1 , FDT2 and FDT3",""
"0952","3","EPSG:32635","566051.0","1143862.0","EPSG:32635","566053.429904789","1143863.43026038","9","25","9","29","2018","2","21","9","29","10","45","","","","","","","","EPSG:32635","566053.982449676","1143732.76415072","","EPSG:32635","566039.765566449","1143619.93002593","49151_114.jpg","1","","No small trees in Csp1 and csp2 and Csp3","No shrub and bushes in Rsp1 and Rsp2andRsp3","No fallen dead wood in FDT1 and FDT2 and FDT3",""
"0952","4","EPSG:32635","566051.0","1143362.0","EPSG:32635","566047.176467453","1143356.35621909","10","45","11","0","2018","2","21","11","0","","","","","","","","","","","","","","","","","","","","","No shrub andbushes in Rsp1and","No fallen dead wood in FDT1",""
"0952","1","EPSG:32635","565551.0","1143362.0","EPSG:32635","565551.0","1143362.0","14","45","14","50","2018","2","21","14","50","15","25","","","","","","","","EPSG:32635","565551.0","1143486.0","","EPSG:32635","565801.0","4143361.0","","1","","","","",""
